category,location_type,context,outcome_status,persistent_id,id,location_subtype,month,latitude,longitude,street_name,year
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",e58de54c2fd0efb3b7d62256b7c4318cc50d360e7d8df859ba9919231267a5a5,131623510,,10,52.636172,-1.048533,On or near Drumcliff Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",6f78eea7b82adc4d79d4a7a21c934ada84118b7e1f9fca89a417854eac64b12a,131633267,,10,52.649599,-1.052439,On or near Briarfield Drive,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",da2b61463562a9015850dd47783604cf27d16b86d1bf7ae6e09e04365b81afed,131630528,,10,52.648505,-1.061834,On or near Netherhall Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",0f4eb48fa169f4835f2cdddbc0b046427cd0aad0431f500b0970341b77d3f0db,131630482,,10,52.646099,-1.053254,On or near Brocklesby Way,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8024ee392084e3357fbbe0fd31f429d8a507fad6ee2b82fb7ed70fde97bba265,131633824,,10,52.693689,-1.080294,On or near Holmdale Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",b0e5831357345884b7dba9a85db18117f4e5b27ff4b764f74de4f547a1bd1047,131634711,,10,52.699376,-1.071769,On or near St Peter's Court,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",59236236ba24b67cc1696062860c1830ecd53ce4c62f119dd701038d7386d204,131636016,,10,52.731731,-1.098627,On or near Wellbrook Avenue,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",b032077a82f6df6fb268c093e4c0df20df41e3435793f5ffd9faf59900729004,131637708,,10,52.647059,-1.051918,On or near Flatholme Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",b4af25bb968038b90e7444603a7a45201580bec28605cb4409ae0097c4c89166,131637713,,10,52.653122,-1.055674,On or near Gatenby Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a4e56cb1f016c8194101316521b88c5b1a518021c8810b2b399e6e4e253a5eff,131639227,,10,52.645525,-1.068165,On or near St Marys Avenue,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",1bea096c26d7aac33fc7984a30d9bc4ca06680862b21b8ef7922ba55560164dc,131629247,,10,52.638846,-1.055671,On or near Stornaway Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",ed3b1b205ecb91242af6a60b90940368e8d5fa93ea66ffd43e6cfe1d32f2e238,131629530,,10,52.652633,-1.058686,On or near Kinsley Road,2025
violent-crime,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",fbc7dcb32d0498aebf873f39d7217db6f59e1dd9c33d9a6450c7982d04b2d6a6,131629556,,10,52.659653,-1.059585,On or near Pickhill Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",9358213e7faef900bec92be4ef44ba5ef02739da1ad0fc39e2e7fc1adbe2c656,131640873,,10,52.645093,-1.037683,On or near Elliots End,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",67f7ee72c1daf6d8d3dce16646c4834741644a3c891d18660716d61161aee07f,131634299,,10,52.695551,-1.078124,On or near Melton Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",a846572d7324ab60b04475595e4e49d970c59484dc52598a523beb37fbb59548,131631035,,10,52.642083,-1.064839,On or near Radiant Road,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",5b83cf3e401ad02f24d4f541cb82d620933d7c967e794a176eb5d53017fc6d92,131624759,,10,52.64143,-1.05965,On or near Brook Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",22316c2238bf1c2967052781e20dce5e4e466b4a53ea10f3a497d89a528f0f94,131632858,,10,52.654322,-1.064193,On or near Trefoil Close,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",ec98af4b918d8f72c57616340d45fa7cc590627eebb46ad6d02db21c2c245199,131633136,,10,52.645525,-1.068165,On or near St Marys Avenue,2025
violent-crime,Force,,"{'category': 'Formal action is not in the public interest', 'date': '2025-10'}",eeed9408b3614f6502a080a83aa2c2b838c07815e5314d338cf18dd6b5e0dd6b,131644170,,10,52.647361,-1.068362,On or near Moat Court,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",4a56ab2b33a50a088d3078208238208e6fc13b00175f9a153913d157065ec5dc,131625022,,10,52.699733,-1.063356,On or near Tentercroft Avenue,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",ebabe47a11e5059d6b5a9df73134573eff8adff6d9841c4feee19c9da189fe83,131634439,,10,52.740595,-1.103362,On or near Jubilee Avenue,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",ac6cdae97a5a5a14837ac638802c6a88f0aabf149391313a67aab63ed24b661c,131634818,,10,52.701332,-1.077011,On or near Bath Street,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",12ff1461e549e63edef31dcb7e44f9de11fb364976708628f8e564de5ee73226,131636077,,10,52.652633,-1.058686,On or near Kinsley Road,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",6cf11bfa6aa7893fa6467a2b6fce93704396da5341ac5cd1f5163453bbe00b4a,131636268,,10,52.730649,-1.101656,On or near Belgrave Close,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",30dc551ac8d0c196b81f92f7f22325f1eedcf170faab712aa78b39c2e80d2282,131625506,,10,52.614187,-1.051328,On or near Old Charity Farm,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",80c36b1ead67248b750a7db9a757f4eec752ab40dd0ec26c7c58b0d6d92841b9,131636971,,10,52.638938,-1.048118,On or near Kinsdale Drive,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",617748e7d276c1c3bbc174e9d49986c5e90d49403f9d328b4003ff8bf4fa1cb3,131639667,,10,52.638184,-1.047129,On or near Thurncourt Gardens,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",18262ad483d02b2e2e0e7c41b3c06fea1715af1e02e4ad215342b7dc52838d7b,131642196,,10,52.649135,-1.061909,On or near Rosebarn Way,2025
violent-crime,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",49507b8ae487e49eb7fd0ecd746cd2845060fcac898ff3211162b4c11ae0243d,131642372,,10,52.574584,-1.033354,On or near Supermarket,2025
violent-crime,Force,,"{'category': 'Local resolution', 'date': '2025-10'}",b1459cb329362a4e4189f5085e78588a444996b7e7b8effb201b49b38dc734bd,131625672,,10,52.698486,-1.076271,On or near Brookside,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a70c3b15a0202acd12e97ca4ec871363e6d3db81057117da08c8f672948a4f0e,131638907,,10,52.663279,-1.067935,On or near Stillington Crescent,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",01bfb0e299f0dce53500a5eb79e21abfa0b6a6bca8a7abcc82877e21966d78cf,131639489,,10,52.641681,-1.066399,On or near Thurncourt Close,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",8bd39c5489ac4c4fbc9a676f6cac0dcedb642e36e206b03e77bc6f60fa07b426,131633020,,10,52.731731,-1.098627,On or near Wellbrook Avenue,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",83b63ffe7261ef68505b31d5faf8b029301819c003b14d5349527cbd6e25db74,131630176,,10,52.647404,-1.040026,On or near Beeby Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a7b1dc61f0f74f647db7996df13ea1a7c2531a761e64d0997310d6b53bc53bbc,131626299,,10,52.692279,-1.06208,On or near Exeter Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",d5aad8f754a0f449130b0f7b9c0fc7a58004353a5820bbc0121c77750f866e8d,131626334,,10,52.738573,-1.099819,On or near Jenham Drive,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",859518b719e0f343c9033f39e2404765306210bbe453f9792f8b1c3fb73326c7,131622881,,10,52.640745,-1.052557,On or near Bowhill Grove,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",094768dfd25c31109f74dffc37ebe8ded7855f701c2677bab6d436966173fc86,131627072,,10,52.574584,-1.033354,On or near Supermarket,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",bf74ac330be19cde2533fb338472dc849d550ab2add064d934030a57bc149a62,131626469,,10,52.659109,-1.063662,On or near Carty Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a571e8081a03d8f54e9402abf15a88eef215e8dbac4aece6a91578f85204eaf4,131645225,,10,52.805808,-1.102318,On or near Orchard Way,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",45f8636fa2338e8fc4e1e82551d5f8eaeaa437f953199f7bfe26616df571f6ce,131641594,,10,52.669245,-1.075602,On or near Arlington Close,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",27c88364736583c15aa34dfcdb781e2f9dc250c3822f5c5b351922f407aa63ee,131622557,,10,52.74302,-1.103001,On or near Southfield Avenue,2025
other-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",170cf2223adf454dceb6f4e2681f919540a3477b982351c12c575753adc27165,131623024,,10,52.717927,-1.055297,On or near The Chase,2025
other-crime,Force,,"{'category': 'Action to be taken by another organisation', 'date': '2025-10'}",423c656d737ff22bbae1e8397e4cfe184273abeee7cc8e76dde433c70fa955e1,131640556,,10,52.647465,-1.064517,On or near Tolcarne Road,2025
other-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",346e7c72fc01ba048b730b39619af7827dd2fb2cc4630d232bb5be705d093f88,131631297,,10,52.738675,-1.099032,On or near Bray Close,2025
other-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",0882ead8bdd95ee3d27015b154a57c9df60810be7383027223148d6211bf61d0,131642268,,10,52.69817,-1.070448,On or near The Stiles,2025
other-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",305944ace45f1cc7e23c5e4a6102b9336c67cf757c1b89fe3e387f8b85319fcc,131626748,,10,52.635958,-1.049838,On or near Roborough Green,2025
other-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",8541d72185dc6abdfab5071e2cc2df140eff951e808b495ef9b94567a6bc4eec,131633545,,10,52.635779,-1.038759,On or near Foxglove Avenue,2025
other-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",462ce9ec336dd5214f663060610fa24afb50afd267afa59df69d1600fb3819d7,131626703,,10,52.64143,-1.05965,On or near Brook Road,2025
anti-social-behaviour,Force,,Unknown,,131647459,,10,52.632157,-1.032263,On or near Devenports Hill,2025
anti-social-behaviour,Force,,Unknown,,131647033,,10,52.714828,-1.051042,On or near Park/open Space,2025
anti-social-behaviour,Force,,Unknown,,131648218,,10,52.63271,-1.03067,On or near Zouche Way,2025
anti-social-behaviour,Force,,Unknown,,131646672,,10,52.706854,-1.047766,On or near The Ringway,2025
anti-social-behaviour,Force,,Unknown,,131647383,,10,52.631673,-1.033544,On or near Wadkins Way,2025
burglary,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",c4287a96e9fc06fa1150621ca0507e88f1361d2c46b0a646eab7af28620c1677,131634652,,10,52.736441,-1.042234,On or near Ferneley Rise,2025
burglary,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",432dfd1070cfbd2ac53ed64f541210d50581665892a7e601bc30e21e77e1749e,131629214,,10,52.579735,-1.022364,On or near Buckthorn Way,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",6c7bb69a06a332426602530065643b7947049031bea42fb8a3ed9bdfcaa5e265,131625104,,10,52.721199,-1.037267,On or near Gaddesby Lane,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",791db12ac8154f34a9f0c4b58cbf096019725518487184f422303ebd854e9af2,131644583,,10,52.651661,-1.036179,On or near Beeby Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",fa7ccd55ffca8fef9467539926a6137d9c1ce74dba7e69dd87025ccfe3aceeaf,131645133,,10,52.651661,-1.036179,On or near Beeby Road,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",a680b0449a5e539ab40c3601da5a31e1fc6a185f425d1dd76252982a8a050e64,131636618,,10,52.633353,-1.033463,On or near Scrivener Close,2025
other-theft,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",ebb818aa0e371576544a5b354ff93a8ffa44fbfe03db9923b5b4185257f370cd,131636338,,10,52.804959,-1.065577,On or near Wide Lane,2025
other-theft,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",8a9109511b5f7ecd80c296dd82d35da299aef3633d2f2bfb6868b28709bcfe15,131634412,,10,52.539498,-1.010843,On or near Lapwing Lane,2025
public-order,Force,,"{'category': 'Formal action is not in the public interest', 'date': '2025-10'}",8422d0710e34be1e9007ea96b2be421975b04eead00cf303b653f5146570aaee,131632909,,10,52.539498,-1.010843,On or near Lapwing Lane,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8a41294d344f52bb7d1261bd3956f934e9dd6e75218b225ab0382afea703d00c,131630895,,10,52.579735,-1.022364,On or near Buckthorn Way,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",6eb4adb989aec0aa81369815bc0c6a6cf8be6f53450c4d535b1993c2c9707841,131635762,,10,52.70407,-1.048034,On or near Glebe Road,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f18a69887e63f60098ccd6417aaf9871f40bbc4916e12e9a9491251e093dcfd8,131636044,,10,52.715291,-1.050454,On or near Foxglove Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",5b39b0ffe5c5c30b7798a7f662673cef33b8ad8b2a800d76ac5bcffe657ea7da,131636685,,10,52.634942,-1.032039,On or near Harcourt Grove,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",5684481518512552e638791cec4020fd37947c8975c52714f82737df8035c6d3,131629616,,10,52.737178,-1.042203,On or near The Green,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",625bd97b4c3960685449c24985359ff992c23e4608062ed21c4e16c5f519271e,131630950,,10,52.579735,-1.022364,On or near Buckthorn Way,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",167fc594e55ee821fe30583762c2442baef02d1ef3484d9ae088979c23ba00d8,131631693,,10,52.736575,-1.039906,On or near Church Lane,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",9f8395b75dc2e8836b01a67892414b5a541103dc221b994ff11cf18bf3daf620,131632916,,10,52.715291,-1.050454,On or near Foxglove Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",29bd7085bc4c306d97fbe98a0ef2a1b0864e1fb06ce4767d3206c3228afd907d,131638778,,10,52.702954,-1.046785,On or near Daisy Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",d94a908d32f8c241ec67b90d2f4a43d82029842ff8391ed32032d0adda3f63aa,131627579,,10,52.715519,-1.048643,On or near Broome Avenue,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1d5398b5a94ff6fe221b9c238d126963913be31d9dd3c8f9b5461213604d39de,131631822,,10,52.579735,-1.022364,On or near Buckthorn Way,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1975cdbd49ea2547eeebba6140505381d9d50f48ab7b311d8cd753f3bb2317ce,131643740,,10,52.632834,-1.033711,On or near Hartopp Close,2025
violent-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",17746897ae0a4c1b07ebcff1daeebc1e414f6c28547489ef2b32a84391c41e3d,131639504,,10,52.634942,-1.032039,On or near Harcourt Grove,2025
violent-crime,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",86499983e0329deaac09e59d912054fa1787de9c71f53268c582dcc068339273,131635627,,10,52.736441,-1.042234,On or near Ferneley Rise,2025
other-crime,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",6ddf2b5a09dc22fb99ebea7da505d7e7373cdf46c95b6369b0907dcfabe8417b,131640022,,10,52.782155,-1.049104,On or near Melton Road,2025
anti-social-behaviour,Force,,Unknown,,131648736,,10,52.809698,-0.99999,On or near Sports/recreation Area,2025
burglary,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",b333787ff612ef64560ea18b900d83e5d8a3c99c477da623d1d6067728880670,131641298,,10,52.809698,-0.99999,On or near Sports/recreation Area,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",d1f4accb6c3c23cd2fff180f2d559e0557a42b016e1f0d1bd311e161448df208,131640338,,10,52.808276,-1.003672,On or near Croft Gardens,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",6ee24609b6c5540b564026621d633302b59d606233447fb468c8ac253de8243c,131641747,,10,52.62568,-0.995073,On or near Firs Close,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",24e0fe739ec4a1184c17a034c653eb20228bf9918b68af9c6ba038859ab70d20,131625078,,10,52.569255,-0.976843,On or near Grange Road,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",05877fd88e9218b6faa1b28bfb4ef7d73bfc96822bbe7f8419756f2626037422,131628254,,10,52.625539,-0.997573,On or near Supermarket,2025
bicycle-theft,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",319b2c205de18b0d5e302a90b1c6f77924350808a9e6ec116eb0e61c0624e098,131637699,,10,52.808857,-0.98731,On or near Western Road,2025
burglary,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",76089cb9835ab767a6980735d4ca4b7127093063aafe422a0cef11dd5816d285,131633940,,10,52.589985,-0.933847,On or near Parking Area,2025
burglary,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",3d99856d1ca5dfb7688c47ffadb41549d6c102e75354f368cff7be72b1636c0c,131641557,,10,52.694388,-0.966492,On or near Baggrave End,2025
burglary,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",b3cd8e341b9d9da2ff8cd8ffcbd95d8b2ae2cb895a4b71e47a2532058ba2232b,131642525,,10,52.713545,-0.981983,On or near Park Hill,2025
criminal-damage-arson,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",5d97d5547955af054c0be0fddaac85614fc2ebfc71ad01e93906afb157f369b7,131634420,,10,52.529822,-0.943943,On or near West Langton Road,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",ae67aaf12c9806b7c8d8ee7f26aa4567e6639048105258788928678cb903552a,131626866,,10,52.622046,-0.921206,On or near B6047,2025
